Item Id,SKU,Type,Brand,Width,Shape,MPN,Model,Custom Bundle,Bundle Description,Modified Item,Modification Description,California Prop 65 Warning,Country/Region of Manufacture,
"255581031100","SPRCH83544","Office","Special-T","","","SCTSPTFT2460B","","","","","","","",
"265735802446","SPRCH83540","Office","Special-T","","","SCTSPTFT2460MS","","","","","","","",
"255581013123","SPRCH83541","Office","Special-T","","","SCTSPTFT2472MS","","","","","","","",
"265735854275","SPRCH83543","Office","Special-T","","","SCTSPTL24CBL","","","","","","","",
"265735659421","SPRCH83539","Office","Special-T","","","SCTSPTL24CMS","","","","","","","",
"255581072348","STDSGN172","Drafting Table","Studio Designs","3 ft","Rectangle","13304","Studio Designs 13304","","","","","","",
"255580992567","STDSGN1388","Office","Studio Designs","","","13381","","","","","","","",
"265735647735","STDSGN1389","Office","Studio Designs","","","13382","","","","","","","",
"265735685833","RTA1300","Office","Techni Mobili","","","RTA-8400-WN","","","","","","","",
"265735661681","SPRCH68224","Office","The HON","","","BSXHBMP2FQ","","","","","","","",
"265735611846","SPRCH49120","Office","The HON","","","HON386015LS","","","","","","","",
"255581226833","SPRCH49121","Office","The HON","","","HON387215LL","","","","","","","",
"265735615686","SPRCH49122","Office","The HON","","","HON387215LS","","","","","","","",
"265735671035","SPRCH105247","Office","The HON","","","HONPLPMBBFLS1","","","","","","","",
"265735854513","ZX9SPRCH65434","Office","NewestEdition","","","NE519392","","","","","","","",
