Item Id,SKU,Type,Brand,Power Source,Material,Design,Manufacturer,Style,Antique,Cord Color,Blade Color,Light Color,Sensor Type,Color,Shade Shape,Finish,Number of Lights,Pattern,Number of Blades,Mounting,Time Period Manufactured,Number of Settings,Features,Size,Number of Speeds,Era,Original/Reproduction,Theme,Energy Star,Lighting Technology,Year Manufactured,Country/Region of Manufacture,Character,Franchise,Room,Vintage,Bulb Shape Code,Occasion,Personalized,Handmade,Signed,Amperage,Control Style,Assembly Required,Installation Area,Item Diameter,Department,Signed by,Power Consumption,Voltage,Output Voltage,IP Rating,Required Tools,LED Chip Code,Autograph Authentication,EC Range,Fan Width,LED String/Strip Type,MPN,Autograph Authentication Number,Autograph Format,Bulb Life Hours,Bundle Description,California Prop 65 Warning,Color Temperature,Convention/Event,Custom Bundle,Item Height,Item Length,Item Weight,Item Width,Labels & Certifications,Light Direction,Lumens,Manufacturer Warranty,Model,Product Line,
"265634173439","ZX9ORE505","Lamps","Cling","","","","Ring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL417614","","","","","","","","","","","","","","","","","","",
"265634117592","ZX9ORE2109","Lamps","YhiOr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH1862923","","","","","","","","","","","","","","","","","","",
"265629879053","ZX9ORE2860","Lamps","YhiOr","","Silver","","","","","Brown","Brown","Brown","","Brown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH413970","","","","","","","","","","","","","","","","","","",
"265629890499","ZX9ORE2746","Lamps","YhiOr","","Crystal","Crystal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH1842406","","","","","","","","","","","","","","","","","","",
"265632668660","ZX9ORE2519","Lamps","YhiOr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH422313","","","","","","","","","","","","","","","","","","",
"255474917687","ZX9ORE3140","Lamps","LightitUp","","Silver","","","","","Brown","Brown","Brown","","Brown","","","","Floral","","","","","","","","","","Floral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LI1666718","","","","","","","","","","","","","","","","","","",
"265629922776","ZX9ORE2546","Lamps","YhiOr","","Crystal","Crystal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH425773","","","","","","","","","","","","","","","","","","",
"255476851643","ZX9ORE2521","Lamps","YhiOr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH413961","","","","","","","","","","","","","","","","","","",
"255476787915","ZX9ORE2523","Lamps","YhiOr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH434126","","","","","","","","","","","","","","","","","","",
"255474865315","ZX9ORE2105","Lamps","YhiOr","","Crystal","Crystal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH2112027","","","","","","","","","","","","","","","","","","",
"255471797582","ZX9ORE2551","Lamps","YhiOr","","Crystal","Crystal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH434130","","","","","","","","","","","","","","","","","","",
"255476796517","ZX9ORE2843","Lamps","YhiOr","","Crystal","Crystal","","","","Silver","Silver","Silver","","Silver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH413968","","","","","","","","","","","","","","","","","","",
"255471762081","ZX9ORE2844","Lamps","YhiOr","","Crystal","Crystal","","","","Gold","Gold","Gold","","Gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH417610","","","","","","","","","","","","","","","","","","",
"255474918909","ZX9ORE2503","Lamps","YhiOr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH417596","","","","","","","","","","","","","","","","","","",
"255471770149","ZX9ORE2848","Lamps","YhiOr","","Nickel","","","","","","","","","","","Brushed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH666808","","","","","","","","","","","","","","","","","","",
"265632679867","ZX9ORE2851","Lamps","YhiOr","","Nickel","","","","","","","","","","","Brushed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH871802","","","","","","","","","","","","","","","","","","",
"255474886723","ALMO11730","Lamps","AF Lighting","","","","","","","","","","Light","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9144-TL","","","","","","","","","","","","","","","","","","",
"265632742168","DRL374","Lamps","Altra","","Gold","","","","","Gold","Gold","Gold","","Gold","","Antique Gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","00ORE9001T","","","","","","","","","","","","","","","","","","",
"265629883649","ZX9ORE2764","Lamps","YhiOr","","Glass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH2144843","","","","","","","","","","","","","","","","","","",
"265632741276","RTL188875","Lamps","Animal Supply","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SL069","","","","","","","","","","","","","","","","","","",
"265629923878","AUTHMD2104","Lamps","Authentic Models","","Silver","","","","","Silver","Silver","Silver","","Silver","","Polished","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SL049","","","","","","","","","","","","","","","","","","",
"265634129731","AUTHMD796","Lamps","Authentic Models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SL067","","","","","","","","","","","","","","","","","","",
"265634122051","ZX9RTL188875","Lamps","LightCorp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LI496467","","","","","","","","","","","","","","","","","","",
"255549440132","ZX9PA140","Lamps","BrilliantBulb","","Bamboo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR444010","","","","","","","","","","","","","","","","","","",
"255549439174","ZX9PA304","Lamps","BrilliantBulb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR113202","","","","","","","","","","","","","","","","","","",
"265629896116","ZX9PA184","Lamps","BrilliantBulb","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR670295","","","","","","","","","","","","","","","","","","",
"255476791336","ZX9AUTHMD796","Lamps","DayBreak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DA619597","","","","","","","","","","","","","","","","","","",
"265747515030","CHL337","Lamps","Chloe","","Glass","Tiffany","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH19405RV30-PL2","","","","","","","","","","","","","","","","","","",
"255811765682","CHL959","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH1T170PW13-TL1","","","","","","","","","","","","","","","","","","",
"255471760881","CHL960","Lamps","Chloe Lighting","","Bronze","","","Victorian","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH1T180TV18-TL2","","","","","","","","","","","","","","","","","","",
"265629870900","CHL961","Lamps","Chloe Lighting","","","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH1T182AM16-TL2","","","","","","","","","","","","","","","","","","",
"265629870560","CHL1141","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH1T448AM16-TL2","","","","","","","","","","","","","","","","","","",
"265632700339","CHL1144","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","L","","","","","","","","","","","","","","","","","","","","","","","","","","CH1T452PM16-TL2","","","","","","","","","","","","","","","","","","",
"265781626387","CHL965","Lamps","Chloe Lighting","","","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH33471AD18-TL2","","","","","","","","","","","","","","","","","","",
"265646391484","CHL939","Lamps","Chloe Lighting","","","","","Victorian","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH35552GM16-TL2","","","","","","","","","","","","","","","","","","",
"265634160185","CHL941","Lamps","Chloe Lighting","","","","","Victorian","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH35865GM16-TL2","","","","","","","","","","","","","","","","","","",
"265629882887","CHL942","Lamps","Chloe Lighting","","","","","Victorian","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH35945AJ16-TL2","","","","","","","","","","","","","","","","","","",
"265634159618","CHL1176","Lamps","Chloe Lighting","","","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T033CM16-TL2","","","","","","","","","","","","","","","","","","",
"265629938179","CHL1175","Lamps","Chloe Lighting","","","","","Victorian","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T034CV17-TL2","","","","","","","","","","","","","","","","","","",
"255474899738","CHL1195","Lamps","Chloe Lighting","","","Geometric","","","","","","","Light","","","","2","Geometric","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T037AG16-TL2","","","","","","","","","","","","","","","","","","",
"265632752564","CHL1357","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T103AM16-TL2","","","","","","","","","","","","","","","","","","",
"255841815341","CHL1354","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","2","Floral","2","","","2","","","2","","","Floral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T148RF16-TL2","","","","","","","","","","","","","","","","","","",
"255471744309","CHL1360","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T168BM16-TL2","","","","","","","","","","","","","","","","","","",
"265634176627","CHL1364","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T172AM16-TL2","","","","","","","","","","","","","","","","","","",
"255471765920","CHL1347","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T173AM16-TL2","","","","","","","","","","","","","","","","","","",
"265632702417","CHL1355","Lamps","Chloe Lighting","","Bronze","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T176IM16-TL2","","","","","","","","","","","","","","","","","","",
"255476799881","CHL1170","Lamps","Chloe Lighting","","","","","Victorian","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","L","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T768AV16-TL2","","","","","","","","","","","","","","","","","","",
"255471791683","CHL1172","Lamps","Chloe Lighting","","","Geometric","","","","","","","Light","","","","3","Geometric","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T924GG20-TL3","","","","","","","","","","","","","","","","","","",
"255476776108","CHL1087","Lamps","Chloe Lighting","","","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T986BV16-TL2","","","","","","","","","","","","","","","","","","",
"265634170109","CHL1088","Lamps","Chloe Lighting","","","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T987AV16-TL2","","","","","","","","","","","","","","","","","","",
"265634134191","CHL1084","Lamps","Chloe Lighting","","","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T993AM16-TL2","","","","","","","","","","","","","","","","","","",
"255476845315","CHL1079","Lamps","Chloe Lighting","","","","","","","","","","Light","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CH3T994BG16-TL2","","","","","","","","","","","","","","","","","","",
"265632712931","ZX9PATIO625","Lamps","BrilliantBulb","","Wicker","","","","","","","","","","","","3","Weave","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR431815","","","","","","","","","","","","","","","","","","",
"255474889009","ZX9PATIO626","Lamps","BrilliantBulb","","Wicker","","","","","","","","","","","","3","Weave","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR439047","","","","","","","","","","","","","","","","","","",
"265634143432","ZX9PATIO618","Lamps","BrilliantBulb","","","","","","","Blue","Blue","Blue","","Blue","","","3","","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR670333","","","","","","","","","","","","","","","","","","",
"255471782222","ZX9PATIO619","Lamps","BrilliantBulb","","Bronze","","","","","Blue","Blue","Blue","","Blue","","","3","","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR439046","","","","","","","","","","","","","","","","","","",
"255476825876","ZX9PATIO597","Lamps","BrilliantBulb","","Bronze","","","","","Blue","Blue","Blue","","Blue","","","3","","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR1607866","","","","","","","","","","","","","","","","","","",
"265634122487","ZX9PATIO565","Lamps","BrilliantBulb","","","","Globe","","","Black","Black","Black","","Black","Globe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR807525","","","","","","","","","","","","","","","","","","",
"255476846463","ZX9PATIO137","Lamps","BrilliantBulb","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR113418","","","","","","","","","","","","","","","","","","",
"265632701152","ZX9PATIO1716","Lamps","BrilliantBulb","","Bamboo","","","","","White","White","White","","White","","","","","","","","","","","","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR1604950","","","","","","","","","","","","","","","","","","",
"255474889341","ZX9PATIO614","Lamps","BrilliantBulb","","","","","","","","","","","","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR452820","","","","","","","","","","","","","","","","","","",
"255474932027","ZX9PATIO613","Lamps","BrilliantBulb","","","","","","","White","White","White","","White","","","2","","2","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR670332","","","","","","","","","","","","","","","","","","",
"265629919695","ZX9PATIO611","Lamps","BrilliantBulb","","","","","","","Beige","Beige","Beige","","Beige","","","3","","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR872435","","","","","","","","","","","","","","","","","","",
"265632688440","ZX9PATIO609","Lamps","BrilliantBulb","","","","","","","Beige","Beige","Beige","","Beige","","","3","","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR431813","","","","","","","","","","","","","","","","","","",
"265634162501","ZX9PATIO612","Lamps","BrilliantBulb","","Bronze","","","","","Beige","Beige","Beige","","Beige","","","3","","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR452819","","","","","","","","","","","","","","","","","","",
"255474915965","ZX9PATIO610","Lamps","BrilliantBulb","","","","","","","Beige","Beige","Beige","","Beige","","","3","","3","","","3","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR431814","","","","","","","","","","","","","","","","","","",
"265629886287","ZX9ORE238","Lamps","Cling","","Chrome","Crystal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL106095","","","","","","","","","","","","","","","","","","",
"265629902374","ZX9ORE159","Lamps","Cling","","Gold","","","","","Gold","Gold","Gold","","Gold","","Antique Gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL106067","","","","","","","","","","","","","","","","","","",
"255474900612","HDSNC1056","Lamps","Henn & Hart","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0209","","","","","","","","","","","","","","","","","","",
"255731960338","HDSNC1134","Lamps","Hudson & Canal","","Brass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TL0721","","","","","","","","","","","","","","","","","","",
"265629871912","IFD291","Lamps","Inroom Furniture Designs","","Copper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L2603","","","","","","","","","","","","","","","","","","",
"265629929736","JECO5974","Lamps","Jeco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HD-LM006","","","","","","","","","","","","","","","","","","",
"265629892340","JECO5980","Lamps","Jeco","","Ceramic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HD-LM012","","","","","","","","","","","","","","","","","","",
"255620185754","JECO5994","Lamps","Jeco","","Glass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HD-LM035","","","","","","","","","","","","","","","","","","",
"255474973817","JESC5756","Lamps","Jesco Lighting","","","","","","","","","","Light","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TL616","","","","","","","","","","","","","","","","","","",
"255476780170","JESC5786","Lamps","Jesco Lighting","","","","","","","","","","Light","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TL618MB","","","","","","","","","","","","","","","","","","",
"255471803522","JESC5801","Lamps","Jesco Lighting","","","","","","","","","","Light","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TL630","","","","","","","","","","","","","","","","","","",
"265632703074","JESC5683","Lamps","Jesco Lighting","","","","","","","","","","Light","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TL633","","","","","","","","","","","","","","","","","","",
"255437767258","ALRGS3268","Lamps","Limelights","","Fabric","","","","","Blue","Blue","Blue","","Blue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LT2024-BLU","","","","","","","","","","","","","","","","","","",
"265597109246","JNSN75868","Lamps","Newhouse Lighting","","","","Newhouse Lighting","","","Black","Black","Black","","Black","","","3","","3","","","3","","","3","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NHGS-LED-BLK","","","","","","","","","","","","","","","","","","",
"255471733812","ZX9ORE2767","Lamps","YhiOr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YH1838364","","","","","","","","","","","","","","","","","","",
"265632688316","ORE3135","Lamps","OK Lighting","","Gold","","","","","Brown","Brown","Brown","","Brown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ORE-4298T","","","","","","","","","","","","","","","","","","",
"265629952058","ORE3140","Lamps","OK Lighting","","","","","","","Brown","Brown","Brown","","Brown","","","","Floral","","","","","","","","","","Floral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ORE-4299T","","","","","","","","","","","","","","","","","","",
"265629924081","ORE2352","Lamps","Ore Furniture","","Crystal","Crystal","","","","Black","Black","Black","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31127","","","","","","","","","","","","","","","","","","",
"265632679614","ORE2354","Lamps","Ore Furniture","","Crystal","Crystal","","","","Black","Black","Black","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31133BK","","","","","","","","","","","","","","","","","","",
"265882799695","ORE2871","Lamps","Ore Furniture","","","","","","","","","","","","","","12","","","","","","","","","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51012-CU","","","","","","","","","","","","","","","","","","",
"255474862087","ORE2370","Lamps","Ore Furniture","","Ceramic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6202BE","","","","","","","","","","","","","","","","","","",
"255476760661","ORE2369","Lamps","Ore Furniture","","Ceramic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6202BL","","","","","","","","","","","","","","","","","","",
"255474937951","ORE2360","Lamps","Ore Furniture","","Ceramic","","","","","Green","Green","Green","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6202GN","","","","","","","","","","","","","","","","","","",
"255471773307","ORE2454","Lamps","Ore Furniture","","","","","","","","","","Light","","","","","","","","","","","","","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6275","","","","","","","","","","","","","","","","","","",
"265634151778","ORE2249","Lamps","Ore Furniture","","Chrome","Crystal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6288T","","","","","","","","","","","","","","","","","","",
"265629891081","ORE3044","Lamps","Ore Furniture","","Silver","Square","","","","Silver","Silver","Silver","","Silver","Square","","","Brush","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6951ASN","","","","","","","","","","","","","","","","","","",
"265629874412","ORE2744","Lamps","Ore Furniture","","Ceramic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69685","","","","","","","","","","","","","","","","","","",
