Item Id,SKU,Brand,MPN,Model,Custom Bundle,Bundle Description,Modified Item,Modification Description,California Prop 65 Warning,Country/Region of Manufacture,
"265629879501","ZX9JESC5813","GorgeousGlow","GO1578405","","","","","","","",
"265634149235","ZX9JESC5814","GorgeousGlow","GO1583375","","","","","","","",
"255471728965","ZX9JESC5778","GorgeousGlow","GO905991","","","","","","","",
"255471779669","ZX9JESC5770","GorgeousGlow","GO906395","","","","","","","",
"255476846889","ZX9JESC5769","GorgeousGlow","GO899738","","","","","","","",
"255474916997","ZX9JESC8096","GorgeousGlow","GO1585151","","","","","","","",
"265632693927","ZX9JESC8097","GorgeousGlow","GO1583384","","","","","","","",
"265632727826","ZX9JESC8047","GorgeousGlow","GO1568783","","","","","","","",
"255474864529","ZX9JESC8049","GorgeousGlow","GO1584816","","","","","","","",
"265632682878","ZX9JESC8070","GorgeousGlow","GO1578854","","","","","","","",
"255474937153","ZX9JESC8406","GorgeousGlow","GO1581662","","","","","","","",
"255474920975","ZX9JESC8403","GorgeousGlow","GO1585153","","","","","","","",
"255474941882","ZX9JESC8401","GorgeousGlow","GO1581661","","","","","","","",
"255476782431","ZX9JESC8136","GorgeousGlow","GO1081657","","","","","","","",
"265629894930","ZX9JESC8065","GorgeousGlow","GO1081653","","","","","","","",
"265634168725","ZX9JESC5733","GorgeousGlow","GO910405","","","","","","","",
"265634140167","ZX9JESC7941","GorgeousGlow","GO1585149","","","","","","","",
"255471749566","ZX9JESC7409","GorgeousGlow","GO1642068","","","","","","","",
"255474975517","ZX9JESC7552","GorgeousGlow","GO1578412","","","","","","","",
"255474908030","ZX9JESC7518","GorgeousGlow","GO1081623","","","","","","","",
"255476838503","ZX9JESC5625","GorgeousGlow","GO1581654","","","","","","","",
"255476789156","ZX9JESC9515","GorgeousGlow","GO1585157","","","","","","","",
"255471755015","ZX9JESC9787","GorgeousGlow","GO1583391","","","","","","","",
"255474871232","TRVAL118802","GE Lighting","238123","","","","","","","",
"255474892083","HSTZCS13906","GE Lighting","72450","","","","","","","",
"255471728428","ZX9JESC8069","GorgeousGlow","GO1583383","","","","","","","",
"265629938307","ZX9JESC7978","GorgeousGlow","GO1642070","","","","","","","",
"265632714271","ZX9JESC7944","GorgeousGlow","GO1578853","","","","","","","",
"265632672654","ZX9JESC7977","GorgeousGlow","GO1585150","","","","","","","",
"255476798482","ZX9JESC7980","GorgeousGlow","GO1583019","","","","","","","",
"255476790390","ZX9JESC7917","GorgeousGlow","GO1580613","","","","","","","",
"265629943821","ZX9JESC7937","GorgeousGlow","GO1081630","","","","","","","",
"265629915170","ZX9JESC5741","GorgeousGlow","GO1585144","","","","","","","",
"265928900537","CW67939","I2Systems","A503-31CBBR-HE","","","","","","","",
"255474887871","JESC5741","Jesco Lighting","BLM-251-30","","","","","","","",
"265632738758","JESC5733","Jesco Lighting","CM301-4R","","","","","","","",
"255471754384","JESC5787","Jesco Lighting","CTC607M","","","","","","","",
"255471780379","JESC5720","Jesco Lighting","CTC663M","","","","","","","",
"265632743396","JESC7518","Jesco Lighting","DL-PS-240/24-TB-P","","","","","","","",
"265632731404","JESC5723","Jesco Lighting","DL-PS-320/24-TB","","","","","","","",
"265634177293","JESC7266","Jesco Lighting","DL-PS-40/24-JB-DIM","","","","","","","",
"255474925430","JESC5548","Jesco Lighting","DL-PS-60/24-JB-M","","","","","","","",
"255476782082","JESC5625","Jesco Lighting","DL-PS-80/24-JB-OD","","","","","","","",
"265634187705","JESC7409","Jesco Lighting","DL-RS-48-27","","","","","","","",
"265632693263","JESC7482","Jesco Lighting","DL-RS-48-27-70CRI","","","","","","","",
"255476748786","JESC7276","Jesco Lighting","DL-RS-48-27-C-70CRI","","","","","","","",
"255476847252","JESC7354","Jesco Lighting","DL-RS-48-40","","","","","","","",
"265634134833","JESC7529","Jesco Lighting","DL-RS-48-40-70CRI","","","","","","","",
"255476849274","JESC7376","Jesco Lighting","DL-RS-48-40-C-70CRI","","","","","","","",
"255474939392","JESC7455","Jesco Lighting","DL-RS-48-60","","","","","","","",
"255476788128","JESC7410","Jesco Lighting","DL-RS-48-60-70CRI","","","","","","","",
"265634159711","JESC7483","Jesco Lighting","DL-RS-48-60-C-70CRI","","","","","","","",
"265629951169","JESC7552","Jesco Lighting","DL-RS-48-R","","","","","","","",
"255476824902","JESC7355","Jesco Lighting","DL-RS-48-RGB","","","","","","","",
"265629922184","JESC7674","Jesco Lighting","GF301-SS","","","","","","","",
"265634168843","JESC8134","Jesco Lighting","H2L516LW","","","","","","","",
"255471766627","JESC8021","Jesco Lighting","H2L516SW","","","","","","","",
"265629917197","JESC8136","Jesco Lighting","H2L5173080W","","","","","","","",
"265634179110","JESC7920","Jesco Lighting","H2L517W","","","","","","","",
"265632741086","JESC7937","Jesco Lighting","HL514B-S","","","","","","","",
"265632666881","JESC7973","Jesco Lighting","HL515B-3080-B","","","","","","","",
"255476845915","JESC8176","Jesco Lighting","HL515B-4080-B","","","","","","","",
"255474863823","JESC8065","Jesco Lighting","HL515B-4080-W","","","","","","","",
"265632681681","JESC5817","Jesco Lighting","HL52430S","","","","","","","",
"255471768946","JESC7938","Jesco Lighting","HL524B-3080-S","","","","","","","",
"255474978626","JESC7941","Jesco Lighting","HMH270P2039-B","","","","","","","",
"265632709456","JESC7977","Jesco Lighting","HMH270P2039-S","","","","","","","",
"255471817989","JESC8180","Jesco Lighting","HMH270P2039-W","","","","","","","",
"255476772877","JESC8069","Jesco Lighting","HMH270P3039-B","","","","","","","",
"265632717585","JESC8158","Jesco Lighting","HMH270P3039-S","","","","","","","",
"255474864765","JESC8094","Jesco Lighting","HMH270P3039-W","","","","","","","",
"255471816433","JESC8047","Jesco Lighting","HMH270P3070-S","","","","","","","",
"255474918650","JESC7978","Jesco Lighting","HMH270P3870-B","","","","","","","",
"265632694382","JESC8181","Jesco Lighting","HMH270P3870-S","","","","","","","",
"255476815769","JESC8070","Jesco Lighting","HMH270P3870-W","","","","","","","",
"265629898705","JESC8159","Jesco Lighting","HMH270T4GUSP20B","","","","","","","",
"265634186191","JESC8095","Jesco Lighting","HMH270T4GUSP20S","","","","","","","",
"265632682617","JESC7917","Jesco Lighting","HMH270T4GUSP20W","","","","","","","",
"265634159509","JESC8048","Jesco Lighting","HMH270T4NF20-B","","","","","","","",
"265629879253","JESC7943","Jesco Lighting","HMH270T4NF20-S","","","","","","","",
"255474943577","JESC8071","Jesco Lighting","HMH270T4NF39-S","","","","","","","",
"265634165229","JESC8160","Jesco Lighting","HMH270T4NF39-W","","","","","","","",
"255471762567","JESC8096","Jesco Lighting","HMH270T4NF70-B","","","","","","","",
"265629943706","JESC8395","Jesco Lighting","HMH270T4NF70-S","","","","","","","",
"255471741513","JESC8049","Jesco Lighting","HMH270T4NF70-W","","","","","","","",
"255474904819","JESC7944","Jesco Lighting","HMH270T6NF39-B","","","","","","","",
"255474978427","JESC7980","Jesco Lighting","HMH270T6NF39-S","","","","","","","",
"255474956810","JESC8183","Jesco Lighting","HMH270T6NF39-W","","","","","","","",
"265632698978","JESC8072","Jesco Lighting","HMH270T6NF70-B","","","","","","","",
"265629931757","JESC8161","Jesco Lighting","HMH270T6NF70-S","","","","","","","",
"265629871970","JESC8097","Jesco Lighting","HMH270T6NF70-W","","","","","","","",
"255476826430","JESC8101","Jesco Lighting","HMH902P20201B","","","","","","","",
"265632700401","JESC8400","Jesco Lighting","HMH902P20201S","","","","","","","",
"265632672547","JESC8054","Jesco Lighting","HMH902P20201W","","","","","","","",
"265629894639","JESC7949","Jesco Lighting","HMH902P20391B","","","","","","","",
"265629892637","JESC8235","Jesco Lighting","HMH902P20391S","","","","","","","",
"265629867461","JESC8188","Jesco Lighting","HMH902P20391W","","","","","","","",
"265632737862","JESC8360","Jesco Lighting","HMH902P30391S","","","","","","","",
"265634177788","JESC8401","Jesco Lighting","HMH902P30701B","","","","","","","",
"255471817843","JESC8055","Jesco Lighting","HMH902P30701S","","","","","","","",
"255474883434","JESC8236","Jesco Lighting","HMH902P38701B","","","","","","","",
"255471770817","JESC8189","Jesco Lighting","HMH902P38701S","","","","","","","",
"255476755703","JESC8078","Jesco Lighting","HMH902P38701W","","","","","","","",
"265632680741","JESC8361","Jesco Lighting","HMH903T4NF39-S","","","","","","","",
"255471767791","JESC8402","Jesco Lighting","HMH903T6NF39-S","","","","","","","",
"265629889526","JESC8056","Jesco Lighting","HMH903T6NF70-S","","","","","","","",
"265632752011","JESC8190","Jesco Lighting","HMH904P3870-S","","","","","","","",
"265629900172","JESC8079","Jesco Lighting","HMH905T439-B","","","","","","","",
"255471727869","JESC8362","Jesco Lighting","HMH905T439-S","","","","","","","",
"255474880046","JESC8403","Jesco Lighting","HMH905T470-B","","","","","","","",
"255476844620","JESC8315","Jesco Lighting","HMH905T470-S","","","","","","","",
"265632707758","JESC8198","Jesco Lighting","HMH905T639-B","","","","","","","",
"255476810440","JESC8238","Jesco Lighting","HMH905T639-S","","","","","","","",
"255474934243","JESC8191","Jesco Lighting","HMH905T670-B","","","","","","","",
"265632703804","JESC8406","Jesco Lighting","HMH914P3870-S","","","","","","","",
"265634187308","JESC8984","Jesco Lighting","LC-DMX-SPT-8","","","","","","","",
"255476836143","JESC9061","Jesco Lighting","LC-PC-400","","","","","","","",
"265629901805","JESC9337","Jesco Lighting","MG1650-1ESB","","","","","","","",
"255474883352","JESC9338","Jesco Lighting","MG1650-3ESB","","","","","","","",
"255471749633","JESC9583","Jesco Lighting","MG1650-4EWB","","","","","","","",
"265634172021","JESC5738","Jesco Lighting","MGA175-2ESB","","","","","","","",
"265634125415","JESC5798","Jesco Lighting","MGA175-3ESB","","","","","","","",
"265632722922","JESC5799","Jesco Lighting","MGA175-3EWB","","","","","","","",
"265632701935","JESC5813","Jesco Lighting","MGA175-4ESB","","","","","","","",
"255474979528","JESC5814","Jesco Lighting","MGA175-4EWB","","","","","","","",
"255471734010","JESC9366","Jesco Lighting","MGMH2020-2ESB","","","","","","","",
"265634196756","JESC9367","Jesco Lighting","MGMH2039-2EWB","","","","","","","",
"265629876601","JESC5782","Jesco Lighting","MGP20-3LSB","","","","","","","",
"255476771257","JESC5708","Jesco Lighting","MGP20-3SB","","","","","","","",
"255471750280","JESC5709","Jesco Lighting","MGP20-3WB","","","","","","","",
"255471747111","JESC5757","Jesco Lighting","MGP20-4SB","","","","","","","",
"255476833292","JESC5758","Jesco Lighting","MGP20-4WB","","","","","","","",
"265634152038","JESC5784","Jesco Lighting","MGP30-3LSB","","","","","","","",
"255471779359","JESC5712","Jesco Lighting","MGP30-3WB","","","","","","","",
"255476825495","JESC5759","Jesco Lighting","MGP30-4SB","","","","","","","",
"255471812850","JESC5766","Jesco Lighting","MGP30-4SSB","","","","","","","",
"255471818894","JESC5760","Jesco Lighting","MGP30-4WB","","","","","","","",
"255474899818","JESC9596","Jesco Lighting","MGP38-4SB","","","","","","","",
"265632706815","JESC9375","Jesco Lighting","MGP38-4WB","","","","","","","",
"265632751032","JESC9377","Jesco Lighting","MGR1650-2ESB","","","","","","","",
"265629938743","JESC9537","Jesco Lighting","MGR1650-3EWB","","","","","","","",
"265632680114","JESC9515","Jesco Lighting","MGR1650-4EBB","","","","","","","",
"265634164006","JESC9787","Jesco Lighting","MGR1650-4EWB","","","","","","","",
"265629870827","JESC9599","Jesco Lighting","MGR1650-4SESB","","","","","","","",
"265632738377","JESC5731","Jesco Lighting","MGRA175-2ESB","","","","","","","",
"265629900771","JESC5732","Jesco Lighting","MGRA175-2EWB","","","","","","","",
"265629883836","JESC5788","Jesco Lighting","MGRA175-3ESB","","","","","","","",
"265634137108","JESC5789","Jesco Lighting","MGRA175-3EWB","","","","","","","",
"265632722627","JESC5665","Jesco Lighting","MGRP20-3WB","","","","","","","",
"255476781825","JESC5725","Jesco Lighting","MGRP20-4WB","","","","","","","",
"255474867257","JESC9600","Jesco Lighting","MGRP38-3SB","","","","","","","",
"265632754298","JESC9379","Jesco Lighting","MGRP38-4SB","","","","","","","",
"255474933866","JESC9601","Jesco Lighting","MH60B-100-E1","","","","","","","",
"265629867068","JESC9602","Jesco Lighting","MH80","","","","","","","",
"265629868383","JESC9383","Jesco Lighting","ML11120-M-27-FL-WB","","","","","","","",
"255471746211","JESC9703","Jesco Lighting","ML11120-M-27-TL-WB","","","","","","","",
"255476773798","JESC9522","Jesco Lighting","ML11120-N-27-FL-WB","","","","","","","",
"265632675154","JESC9794","Jesco Lighting","ML11120-N-27-TL-WB","","","","","","","",
"265629876718","JESC5718","Jesco Lighting","MMG1650-3ESS","","","","","","","",
"255471780460","JESC5719","Jesco Lighting","MMG1650-3EWB","","","","","","","",
"255474974791","JESC5776","Jesco Lighting","MMG1650-4EAW","","","","","","","",
"255476848431","JESC5777","Jesco Lighting","MMG1650-4ESS","","","","","","","",
"255474865410","JESC5778","Jesco Lighting","MMG1650-4EWB","","","","","","","",
"255474927874","JESC5807","Jesco Lighting","MMG1650-6EAW","","","","","","","",
"255476781673","JESC5809","Jesco Lighting","MMG1650-6EWB","","","","","","","",
"265632738273","JESC9815","Jesco Lighting","MMGGU1050-3WB","","","","","","","",
"265629890452","JESC9758","Jesco Lighting","MMGGU1050-4AW","","","","","","","",
"265634176102","JESC9682","Jesco Lighting","MMGGU1050-4WB","","","","","","","",
"255474924603","JESC10036","Jesco Lighting","MMGMH1639-1EAW","","","","","","","",
"265632738643","JESC9730","Jesco Lighting","MMGMH1639-2ESS","","","","","","","",
"265634141953","JESC9816","Jesco Lighting","MMGMH1639-2EWB","","","","","","","",
"265634168917","JESC9759","Jesco Lighting","MMGMH1639-3EAW","","","","","","","",
"255476777423","JESC9683","Jesco Lighting","MMGMH1639-3ESS","","","","","","","",
"265632723413","JESC10037","Jesco Lighting","MMGMH1639-3EWB","","","","","","","",
"255471733334","JESC9654","Jesco Lighting","MMGMH1639-4EWB","","","","","","","",
"255476757661","JESC5703","Jesco Lighting","MMGR1650-3EAW","","","","","","","",
"255476813220","JESC5705","Jesco Lighting","MMGR1650-3ESS","","","","","","","",
"265634145189","JESC5769","Jesco Lighting","MMGR1650-4EAW","","","","","","","",
"265629898600","JESC5770","Jesco Lighting","MMGR1650-4ESS","","","","","","","",
"265629918565","JESC5771","Jesco Lighting","MMGR1650-4EWB","","","","","","","",
"255474889980","JESC9760","Jesco Lighting","MMGR1650-4EWW","","","","","","","",
"255471813368","JESC9655","Jesco Lighting","MMGRGU1050-3AW","","","","","","","",
"265632696705","JESC9761","Jesco Lighting","MMGRGU1050-4WB","","","","","","","",
"265629880627","JESC10039","Jesco Lighting","MMGRMH1639-1ESS","","","","","","","",
"265629954058","JESC9656","Jesco Lighting","MMGRMH1639-2ESS","","","","","","","",
"255474946539","JESC9762","Jesco Lighting","MMGRMH1639-3ESS","","","","","","","",
"255474920656","JESC9686","Jesco Lighting","MMGRMH1639-3EWB","","","","","","","",
"255471774044","JESC5781","Jesco Lighting","MRT-12024/1200M","","","","","","","",
"265634167504","JESC9992","Jesco Lighting","MYMH3870-2EWB","","","","","","","",
"255474971866","JESC9769","Jesco Lighting","MYMH3870-3EWB","","","","","","","",
"265634116999","JESC10065","Jesco Lighting","PD832-2790-WHSN","","","","","","","",
"265629878344","JESC5589","Jesco Lighting","S601-48/30","","","","","","","",
"255471806023","JESC5590","Jesco Lighting","S601-48/40","","","","","","","",
"255471790886","JESC5591","Jesco Lighting","S601-48/60","","","","","","","",
"265634199536","JESC10621","Jesco Lighting","SD100CC366040-B","","","","","","","",
"255474956084","JESC10644","Jesco Lighting","SD100CC366050-B","","","","","","","",
"265629929044","JESC10604","Jesco Lighting","SD100CC486040-B","","","","","","","",
"265632704977","JESC5722","Jesco Lighting","WS631","","","","","","","",
"265632724247","JESC11281","Jesco Lighting","WS830L-2790-WHSN","","","","","","","",
"265629950879","JESC11420","Jesco Lighting","WS830L-3090-BKBK","","","","","","","",
"265632677433","JESC11364","Jesco Lighting","WW2B13CW30BK","","","","","","","",
"255471729194","JESC11283","Jesco Lighting","WW2B13NW30BK","","","","","","","",
"265629867693","JESC11778","Jesco Lighting","WW2-DMX-AMP1","","","","","","","",
"265629944359","JESC11423","Jesco Lighting","WW2FB50NWBK","","","","","","","",
"265634175932","JESC11424","Jesco Lighting","WW2R8WW30BK","","","","","","","",
"255476789397","JESC11286","Jesco Lighting","WW2TA13NW30BK","","","","","","","",
"255476749982","JESC11425","Jesco Lighting","WW2TA13WW30BK","","","","","","","",
"265632747865","JESC11267","Jesco Lighting","WWS1612PP30RGBZ","","","","","","","",
"255474865588","JESC11288","Jesco Lighting","WWS3224PP30W30A","","","","","","","",
"255476787541","JESC11268","Jesco Lighting","WWT1512HW30RGBZ","","","","","","","",
"265634175645","JESC7953","Jesco Lighting","H2L516LB","","","","","","","",
"255471800099","JESC11934","Jescolighting","MGRP38-3WB","","","","","","","",
"255474959197","JESC11900","Jescolighting","ML441LU101230B","","","","","","","",
"255474956922","JESC11869","Jescolighting","ML441LU101240B","","","","","","","",
"265634124013","ACHR153601","Maxlite","3007913","","","","","","","",
"265629870244","MED131145","Meguiars","MGMT103","","","","","","","",
"265629892170","ACHR121263","Nebo","8009748","","","","","","","",
"255471792265","TRVAL57264","Plaskolite","778985","","","","","","","",
"265634134096","TRVAL59120","Plaskolite","779017","","","","","","","",
"255474872190","TRVAL57265","Plaskolite","779025","","","","","","","",
"255474944714","TRVAL57271","Plaskolite","484352","","","","","","","",
"265634533093","ACHR162399","Retail First","9929266","","","","","","","",
"255476796186","ZX9JESC5590","GorgeousGlow","GO906388","","","","","","","",
"255474871653","ZX9JESC5591","GorgeousGlow","GO1578844","","","","","","","",
"255474961170","ACHR153121","Satco Nuvo","3008623","","","","","","","",
"255476780259","ZX9ACHR153601","Fuego","FU1649738","","","","","","","",
"265632741817","ZX9JESC9816","GorgeousGlow","GO1583392","","","","","","","",
