Item Id,SKU,Type,Sensor Type,Brand,Features,Manufacturer,Fan Width,Color,Control Style,Installation Area,Style,Number of Blades,Material,Cord Color,Blade Color,Number of Settings,Lighting Technology,Room,Number of Speeds,Design,Finish,Product Line,Personalized,Mounting,Power Source,Light Color,Energy Star,Country/Region of Manufacture,Voltage,Assembly Required,Item Diameter,Year Manufactured,Light Direction,Pattern,Output Voltage,Amperage,Era,Labels & Certifications,Manufacturer Warranty,Color Temperature,LED Chip Code,Lumens,LED String/Strip Type,MPN,EC Range,Bundle Description,California Prop 65 Warning,Custom Bundle,IP Rating,Item Height,Item Length,Item Weight,Item Width,Model,Power Consumption,Required Tools,
"255471751852","CLFD795","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7995-TAM","","","","","","","","","","","","",
"265632725017","CLFD796","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7995-TEN","","","","","","","","","","","","",
"255476757805","CLFD802","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7995-UVA","","","","","","","","","","","","",
"255474958231","CLFD807","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7995-WVU","","","","","","","","","","","","",
"265632681359","CLFD809","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-ARK","","","","","","","","","","","","",
"265629888521","CLFD814","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-CIN","","","","","","","","","","","","",
"265629871834","CLFD820","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-ILL","","","","","","","","","","","","",
"255474891762","CLFD821","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-IND","","","","","","","","","","","","",
"255474965935","CLFD822","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-IOW","","","","","","","","","","","","",
"255476775386","CLFD827","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-LOU","","","","","","","","","","","","",
"265632700485","CLFD829","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-MAR","","","","","","","","","","","","",
"255474905306","CLFD832","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-MIZ","","","","","","","","","","","","",
"255471736527","CLFD834","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-NCS","","","","","","","","","","","","",
"255471813955","CLFD842","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-PUR","","","","","","","","","","","","",
"265632742641","CLFD843","Fans","","Ceiling Fan Designers","","","","Orange","","","","","","Orange","Orange","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-SYR","","","","","","","","","","","","",
"265634203719","CLFD844","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-TAM","","","","","","","","","","","","",
"265634125728","CLFD850","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-USC","","","","","","","","","","","","",
"265629917479","CLFD851","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-UVA","","","","","","","","","","","","",
"265629894175","CLFD852","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-VAN","","","","","","","","","","","","",
"255474900302","CLFD854","Fans","","Ceiling Fan Designers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7999-WIS","","","","","","","","","","","","",
"265629929523","BCNL244","Fans","Light","Fanaway","With Light","","","White","","","","","","White","White","","","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","21066401","","","","","","","","","","","","",
"265632727189","BCNL245","Fans","Light","Fanaway","With Light","","","Black","","","","","","Black","Black","","","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","21066501","","","","","","","","","","","","",
"265634129971","BCNL095","Fans","","Fanaway","","","","","","","","2","Chrome","","","2","","","2","","Brushed","","","","","","","","","","","","","","","","","","","","","","","21093101","","","","","","","","","","","","",
"255506309885","BCNL096","Fans","","Fanaway","","","","","","","","2","Bronze","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","21093301","","","","","","","","","","","","",
"255474952469","BCNL092","Fans","","Fanaway","","","","White","","","","1","","White","White","1","LED","","1","","","","","","","","","","","","","","","","","","","","","","","","","21103501","","","","","","","","","","","","",
"255476830994","BCNL093","Fans","","Fanaway","","","","","","","","1","Chrome","","","1","LED","","1","","Brushed","","","","","","","","","","","","","","","","","","","","","","","21103601","","","","","","","","","","","","",
"255471801402","BCNL209","Fans","Light","Fanaway","With Light","","","White","","","","","","White","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51103001","","","","","","","","","","","","",
"255474942913","BCNL210","Fans","","Fanaway","","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51103101","","","","","","","","","","","","",
"265634201820","BCNL211","Fans","Light","Fanaway","With Light","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51104001","","","","","","","","","","","","",
"265634145044","BCNL212","Fans","Light","Fanaway","With Light","","","","","","","","Brass","","","","","","","","Satin","","","","","","","","","","","","","","","","","","","","","","","51104101","","","","","","","","","","","","",
"265629927409","BCNL213","Fans","","Fanaway","","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51105001","","","","","","","","","","","","",
"265632745010","BCNL214","Fans","Light","Fanaway","With Light","","","Clear","","","","","","Clear","Clear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51105101","","","","","","","","","","","","",
"255474905681","BCNL215","Fans","","Fanaway","","","","Black","","","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51106001","","","","","","","","","","","","",
"255476776436","BCNL216","Fans","Light","Fanaway","With Light","","","Black","","","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51106101","","","","","","","","","","","","",
"265634150930","BCNL217","Fans","","Fanaway","","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51107001","","","","","","","","","","","","",
"255476787673","BCNL218","Fans","Light","Fanaway","With Light","","","Black","","","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51107101","","","","","","","","","","","","",
"255476830842","CSML20887","Fans","","Hunter","","Hunter","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PV1777486","","","","","","","","","","","","",
"255474935163","TRVAL129515","Fans","Light","Hunter","With Light","Hunter","","Black","","","","","","Black","Black","","","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","100701","","","","","","","","","","","","",
"265629930300","ACHR143602","Fans","","Hunter","","Hunter","","","","Indoor","","5","Nickel","","","5","","","5","","Brushed","","","","","","","","","","","","","","","","","","","","","","","3001137","","","","","","","","","","","","",
"265629903224","ACHR143600","Fans","","Hunter","","Hunter","","","","Indoor","","5","Bronze","","","5","","","5","","","","","","","","","","","","","","","","","","","","","","","","","3001139","","","","","","","","","","","","",
"265634192003","ACHR143601","Fans","","Hunter","","Hunter","","","","Indoor","","5","Bronze","","","5","","","5","","","","","","","","","","","","","","","","","","","","","","","","","3001145","","","","","","","","","","","","",
"255476808954","JNSN92998","Fans","","Hunter","","Hunter","","","","","","","Nickel","","","","","","","","Brushed","","","","","","","","","","","","","","","","","","","","","","","52092","","","","","","","","","","","","",
"265996152944","JNSN101753","Ceiling Fan","Light","Hunter","","Hunter","52""","Silver","Wall Switch","Indoor & Outdoor","Contemporary","3","Wood","Silver","Silver","3","","Garage","3","","Brushed","","","Ceiling","Wall Plug-In","","","","120 V","","","","","","","","","","","","","","","59262","","","","","IP65","12.85 in","","","","Hunter Cassius","","",
"255637543634","JNSN101756","Ceiling Fan","Light","Hunter","Reverse Airflow,With Light","Hunter","46 in","Silver","Pull Chain,Remote Control","Indoor","Modern","5","Glass,Metal","Beige","Beige","3","LED","Living Room","3","","Matte","","","Ceiling Mounted","Corded","Warm White","","","120 V","","","","","","","","","","","","","800 lm - 999 lm","","59270,CC5C92C70RC","","","","","","","","","","Hunter Anslee Low Profile","","",
"255474865213","KSAO672933","Fans","","LASALLE BRIS","","","","White","","","","","","White","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L64-TSDC42BNWH","","","","","","","","","","","","",
"265635353244","BCNL201","Fans","","Lucci Air","","","","Black","","","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210508010","","","","","","","","","","","","",
"265629884875","BCNL004","Fans","","Lucci Air","","","","","","","","","Chrome","","","","","","","","Brushed","","","","","","","","","","","","","","","","","","","","","","","21051901","","","","","","","","","","","","",
"265629882180","BCNL107","Ceiling Fan","Light","Lucci Air","Without Light,With Remote Control","","52 in","Silver","Remote Control","Indoor","Traditional","4","Chrome","Multicolor","Silver","6","","Study,Bedroom,Living Room,Sunroom,Home Office/Study","6","","Brushed","","","Ceiling","Hardwired","","","","","","","","","Brush","","","","","","","","","","210520010","","","","","","","","","","Lucci Air with Remote","","",
"265632700770","BCNL002","Fans","","Lucci Air","","","","White","","","","","","White","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210521010","","","","","","","","","","","","",
"265632669074","BCNL206","Fans","","Lucci Air","","","","White","","","","","","White","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21064001","","","","","","","","","","","","",
"255471737530","BCNL207","Fans","","Lucci Air","","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21064101","","","","","","","","","","","","",
"255538754257","BCNL024","Fans","","Lucci Air","","","","","Remote Control","","","","","","","","","","","","Brushed","","","","","","A","","","","","","","","","","","","","","","","","21101001","","","","","","","","","","","","",
"255538754186","BCNL025","Fans","","Lucci Air","","","","White","Remote Control","","","","","White","White","","","","","","","","","","","","A","","","","","","","","","","","","","","","","","21101101","","","","","","","","","","","","",
"265629934185","BCNL097","Fans","","Lucci Air","","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21101701","","","","","","","","","","","","",
"255474900178","BCNL098","Fans","","Lucci Air","","","","White","","","Antique","","","White","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21101801","","","","","","","","","","","","",
"265635353178","BCNL204","Fans","","Lucci Air","","","","White","","","","","","White","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21287001","","","","","","","","","","","","",
"265629920899","BCNL005","Fans","","Lucci Air","","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21288301","","","","","","","","","","","","",
"265629918833","BCNL203","Fans","","Lucci Air","","","","Black","","","","","","Black","Black","","","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","21288401","","","","","","","","","","","","",
"255476763544","BCNL136","Fans","Light","Lucci Air","With Remote Control","","","","Remote Control","","","","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","21289501","","","","","","","","","","","","",
"255471759287","BCNL137","Fans","Light","Lucci Air","With Remote Control","","","","Remote Control","","","","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","21289601","","","","","","","","","","","","",
"265632705738","BCNL138","Fans","Light","Lucci Air","With Remote Control","","","","Remote Control","","","","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","21289701","","","","","","","","","","","","",
"255476825961","BCNL014","Fans","","Lucci Air","","","","Black","","","","","","Black","Black","","","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","212915010","","","","","","","","","","","","",
"265634169326","BCNL015","Fans","","Lucci Air","","","","White","","","","","","White","White","","","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","212916010","","","","","","","","","","","","",
"265629889696","BCNL016","Fans","","Lucci Air","","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212917010","","","","","","","","","","","","",
"255528759964","BCNL102","Fans","","Lucci Air","","","","White","","","","","","White","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21296201","","","","","","","","","","","","",
"265629940045","BCNL103","Fans","Light","Lucci Air","","","","","","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21296401","","","","","","","","","","","","",
"265632676291","BCNL099","Fans","Light","Lucci Air","","","132 cm","White","","","","","","White","White","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","21299401","","","","","","","","","","","","",
"255476778373","BCNL100","Fans","Light","Lucci Air","","","132 cm","Black","","","","","","Black","Black","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","21299801","","","","","","","","","","","","",
"265634192144","BCNL144","Fans","Light","Lucci Air","","","","Black","","","","","","Black","Black","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","21309501","","","","","","","","","","","","",
"255875662548","BCNL019","Fans","","Lucci Air","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50650702","","","","","","","","","","","","",
"265632745192","BCNL202","Fans","","Lucci Air","","","","Black","","","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510529010","","","","","","","","","","","","",
"255474889168","ZX9CLFD338","Fans","","LightitUp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LI1654135","","","","","","","","","","","","",
"265632716795","ZX9CLFD822","Fans","","LightitUp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LI1655622","","","","","","","","","","","","",
"265629905320","ZX9CLFD329","Fans","","LightitUp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LI1705740","","","","","","","","","","","","",
"265857838532","WTFHM1923","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8110","","","","","","","","","","","","",
"265857827558","WTFHM1787","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8111REMO/AB","","","","","","","","","","","","",
"265857830913","WTFHM1888","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8111REMO/CHA","","","","","","","","","","","","",
"265857838675","WTFHM1908","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8166BL","","","","","","","","","","","","",
"265857834672","WTFHM2695","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8167REMO/BL","","","","","","","","","","","","",
"265857832655","WTFHM1826","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8170REMO/BL","","","","","","","","","","","","",
"265857837880","WTFHM1914","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8174SN","","","","","","","","","","","","",
"265857820702","WTFHM1915","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8176CH","","","","","","","","","","","","",
"265857819391","WTFHM1828","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8176REMO/AB","","","","","","","","","","","","",
"265857827319","WTFHM1796","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8176REMO/CH","","","","","","","","","","","","",
"265857820198","WTFHM1677","Fans","","Warehouse of Tiffany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8176REMO/CHD","","","","","","","","","","","","",
"265857824395","WTFHM1637","Fans","","Warehouse of Tiffany","","","","","","","","","Crystal","","","","","","","Crystal","","","","","","","","","","","","","","","","","","","","","","","","CFL-8279REMO/CH","","","","","","","","","","","","",
"265857829554","WTFHM1768","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8285BL","","","","","","","","","","","","",
"265857819305","WTFHM1770","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8306","","","","","","","","","","","","",
"265857839468","WTFHM1781","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8306CH","","","","","","","","","","","","",
"265857820476","WTFHM1798","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8306REMO/BL","","","","","","","","","","","","",
"265857821993","WTFHM1771","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8307","","","","","","","","","","","","",
"265857826332","WTFHM1788","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8308","","","","","","","","","","","","",
"265857839765","WTFHM1845","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8316CH","","","","","","","","","","","","",
"265857836340","WTFHM1786","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8316REMO/RB","","","","","","","","","","","","",
"265857826725","WTFHM1815","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8332CH","","","","","","","","","","","","",
"265857836697","WTFHM1823","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8333CH","","","","","","","","","","","","",
"265857836004","WTFHM1800","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8335REMO","","","","","","","","","","","","",
"265857827804","WTFHM1847","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8336CH","","","","","","","","","","","","",
"265857820379","WTFHM1837","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8340BR","","","","","","","","","","","","",
"265857826008","WTFHM1803","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8340REMO","","","","","","","","","","","","",
"265857819584","WTFHM1804","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8341REMO","","","","","","","","","","","","",
